"","k","A","B","jmax","j","E","V","i"
"4566",2490,-0.589791048190102,-0.120493406561078,4,2,0,1,1
"4567",2490,-0.589791048190102,-0.120493406561078,4,3,0,0,0
"4568",2490,-0.589791048190102,-0.120493406561078,4,4,0,0,3
"4569",2491,1.43087562990985,-0.471886478816426,2,1,0,0,2
"4570",2491,1.43087562990985,-0.471886478816426,2,2,0,1,0
"4571",2492,-0.891038376158632,-0.519482520258557,3,1,1,0,1
"4572",2492,-0.891038376158632,-0.519482520258557,3,2,0,0,2
"4573",2492,-0.891038376158632,-0.519482520258557,3,3,0,1,2
"4574",2493,0.35572873312058,0.105697592044823,1,1,0,1,2
"4575",2494,-0.17637985564588,-0.0752420370977392,2,1,0,0,1
"4576",2494,-0.17637985564588,-0.0752420370977392,2,2,0,1,2
"4577",2495,0.230121782107692,-0.573668555100864,3,1,0,0,0
"4578",2495,0.230121782107692,-0.573668555100864,3,2,0,0,1
"4579",2495,0.230121782107692,-0.573668555100864,3,3,0,0,1
"4580",2496,0.0820279337029423,-0.217665360919117,2,1,0,0,0
"4581",2496,0.0820279337029423,-0.217665360919117,2,2,1,1,1
"4582",2497,-1.15082667352515,0.281497917783957,4,1,0,1,1
"4583",2497,-1.15082667352515,0.281497917783957,4,2,0,0,1
"4584",2497,-1.15082667352515,0.281497917783957,4,3,0,0,3
"4585",2497,-1.15082667352515,0.281497917783957,4,4,0,1,1
"4586",2498,-2.40480487459208,-0.396109316005931,1,1,0,0,1
"4587",2499,0.355812201883057,0.287748941540751,1,1,0,1,1
"4588",2500,0.466266451810997,0.373670385987377,2,1,0,0,0
"4589",2500,0.466266451810997,0.373670385987377,2,2,0,0,0
"4590",2501,-0.529761197359569,0.0928257174742468,2,1,1,1,1
"4591",2501,-0.529761197359569,0.0928257174742468,2,2,0,0,2
"4592",2502,-0.396914534383624,-1.16552993011532,1,1,1,0,2
"4593",2503,-0.510685290368885,-0.819011337454542,2,1,0,0,2
"4594",2503,-0.510685290368885,-0.819011337454542,2,2,1,0,0
"4595",2504,1.43237709295277,0.762392801909778,1,1,0,1,0
"4596",2505,-0.687913391024438,-0.192106032804957,1,1,0,0,1
"4597",2506,0.921899020040393,-0.500150427648293,1,1,1,0,0
"4598",2507,1.17410581398842,0.910081249594988,1,1,0,1,2
"4599",2508,-0.223309790700579,-0.468689784582095,2,1,0,0,1
"4600",2508,-0.223309790700579,-0.468689784582095,2,2,0,0,1
"4601",2509,-0.208996620849476,1.8561868738828,3,1,0,0,1
"4602",2509,-0.208996620849476,1.8561868738828,3,2,0,0,1
"4603",2509,-0.208996620849476,1.8561868738828,3,3,0,0,1
"4604",2510,-0.450662451443869,-0.744677226309907,2,1,0,0,1
"4605",2510,-0.450662451443869,-0.744677226309907,2,2,0,0,0
"4606",2511,0.49664604707265,1.19236957308808,2,1,0,1,0
"4607",2511,0.49664604707265,1.19236957308808,2,2,0,0,0
"4608",2512,-0.687019098660845,-1.02167454830064,1,1,1,0,2
"4609",2513,-0.352332190886045,-0.347484938445738,1,1,1,0,0
"4610",2514,-1.30599521536209,-0.251386146362356,2,1,0,0,1
"4611",2514,-1.30599521536209,-0.251386146362356,2,2,0,0,0
"4612",2515,-0.0361453835565378,0.395366235875093,4,1,0,0,0
"4613",2515,-0.0361453835565378,0.395366235875093,4,2,0,1,4
"4614",2515,-0.0361453835565378,0.395366235875093,4,3,0,1,0
"4615",2515,-0.0361453835565378,0.395366235875093,4,4,1,1,3
"4616",2516,-0.158083986150353,-0.752812646581343,1,1,0,0,1
"4617",2517,0.575572958248992,0.267507085255324,3,1,0,0,1
"4618",2517,0.575572958248992,0.267507085255324,3,2,0,0,0
"4619",2517,0.575572958248992,0.267507085255324,3,3,1,1,2
"4620",2518,0.0882784155670949,-0.254674959796738,1,1,0,0,2
"4621",2519,1.04611543085935,1.22912028938529,2,1,0,1,0
"4622",2519,1.04611543085935,1.22912028938529,2,2,1,0,0
"4623",2520,-1.01592699392352,-1.51083978928395,1,1,0,0,1
"4624",2521,0.162454890375111,0.499932997340497,2,1,0,0,0
"4625",2521,0.162454890375111,0.499932997340497,2,2,0,1,1
"4626",2522,-0.171303991638583,-0.0903230435921736,1,1,0,0,0
"4627",2523,-0.340800492372158,-0.032390074647436,1,1,1,0,0
"4628",2524,-2.43922491695088,1.20187580420162,6,1,1,0,0
"4629",2524,-2.43922491695088,1.20187580420162,6,2,0,0,2
"4630",2524,-2.43922491695088,1.20187580420162,6,3,0,1,0
"4631",2524,-2.43922491695088,1.20187580420162,6,4,0,0,2
"4632",2524,-2.43922491695088,1.20187580420162,6,5,0,1,2
"4633",2524,-2.43922491695088,1.20187580420162,6,6,0,0,1
"4634",2525,-2.66217715975036,1.54354937962802,1,1,0,0,2
"4635",2526,-0.636815330139818,2.23105510161027,1,1,0,1,0
"4636",2527,0.853676820166898,0.435095649117805,3,1,0,0,0
"4637",2527,0.853676820166898,0.435095649117805,3,2,0,0,1
"4638",2527,0.853676820166898,0.435095649117805,3,3,0,0,1
"4639",2528,-0.336887160665101,0.879828229636496,1,1,0,1,0
"4640",2529,0.848117678425367,-1.77110115202598,1,1,0,1,2
"4641",2530,-0.063392017525689,-0.876424018084491,1,1,0,0,0
"4642",2531,-0.0940786945932693,0.128944514743257,1,1,0,1,0
"4643",2532,0.294327273268881,0.28227568595114,4,1,0,0,0
"4644",2532,0.294327273268881,0.28227568595114,4,2,0,0,0
"4645",2532,0.294327273268881,0.28227568595114,4,3,1,0,2
"4646",2532,0.294327273268881,0.28227568595114,4,4,0,1,5
"4647",2533,-0.380171736554693,-0.41789799327051,2,1,0,0,1
"4648",2533,-0.380171736554693,-0.41789799327051,2,2,1,0,2
"4649",2534,-1.43773271269973,0.957615608196955,2,1,0,0,2
"4650",2534,-1.43773271269973,0.957615608196955,2,2,1,0,0
"4651",2535,-0.65695939500118,-0.485050300969807,1,1,0,0,0
"4652",2536,0.959466720962159,-3.09243387372677,1,1,0,0,0
"4653",2537,-0.283564786941446,-0.389026576804874,1,1,0,1,2
"4654",2538,0.195538922913703,2.39119713776026,4,1,0,0,0
"4655",2538,0.195538922913703,2.39119713776026,4,2,1,1,1
"4656",2538,0.195538922913703,2.39119713776026,4,3,0,1,2
"4657",2538,0.195538922913703,2.39119713776026,4,4,0,0,1
"4658",2539,1.70149894486783,1.64539866426165,1,1,1,1,3
"4659",2540,-0.859952040578321,1.17887365257143,3,1,0,1,1
"4660",2540,-0.859952040578321,1.17887365257143,3,2,0,0,3
"4661",2540,-0.859952040578321,1.17887365257143,3,3,0,0,1
"4662",2541,2.3880039223124,1.01742680058479,1,1,0,0,1
"4663",2542,0.854962400877063,1.21045019086187,4,1,0,0,1
"4664",2542,0.854962400877063,1.21045019086187,4,2,0,1,0
"4665",2542,0.854962400877063,1.21045019086187,4,3,0,1,4
"4666",2542,0.854962400877063,1.21045019086187,4,4,1,0,2
"4667",2543,0.0685510236705663,1.08990404948767,1,1,0,0,1
"4668",2544,0.74760902443748,-0.144323942297987,1,1,0,1,1
"4669",2545,-0.0334243567444602,-1.59059751808186,2,1,0,0,1
"4670",2545,-0.0334243567444602,-1.59059751808186,2,2,0,0,2
"4671",2546,-0.523669395794878,0.0679847882306886,1,1,1,0,2
"4672",2547,0.363182614984529,-0.862287984438537,2,1,0,0,1
"4673",2547,0.363182614984529,-0.862287984438537,2,2,0,0,0
"4674",2548,-0.042580548295199,-0.245949669055692,4,1,0,0,2
"4675",2548,-0.042580548295199,-0.245949669055692,4,2,0,0,1
"4676",2548,-0.042580548295199,-0.245949669055692,4,3,1,0,2
"4677",2548,-0.042580548295199,-0.245949669055692,4,4,0,0,2
"4678",2549,1.48553397081894,0.287304373785591,2,1,0,1,1
"4679",2549,1.48553397081894,0.287304373785591,2,2,0,0,0
"4680",2550,-0.184976555565137,0.835109807804333,2,1,0,0,1
"4681",2550,-0.184976555565137,0.835109807804333,2,2,0,0,2
"4682",2551,-0.363085387423772,0.702058299835237,2,1,0,1,1
"4683",2551,-0.363085387423772,0.702058299835237,2,2,0,0,1
"4684",2552,-0.524444372541926,0.465985597698887,3,1,0,0,0
"4685",2552,-0.524444372541926,0.465985597698887,3,2,1,0,0
"4686",2552,-0.524444372541926,0.465985597698887,3,3,0,0,4
"4687",2553,-0.569914861947739,-0.432919021714654,1,1,0,0,1
"4688",2554,-0.548022176925332,0.565471700336943,2,1,0,0,2
"4689",2554,-0.548022176925332,0.565471700336943,2,2,1,0,2
"4690",2555,1.20695440881949,1.15730616590667,2,1,0,1,0
"4691",2555,1.20695440881949,1.15730616590667,2,2,0,0,0
"4692",2556,-1.29111343092465,-1.23973679963227,2,1,0,0,0
"4693",2556,-1.29111343092465,-1.23973679963227,2,2,1,1,1
"4694",2557,0.385097187294665,-1.03878969196977,1,1,0,0,1
"4695",2558,0.067017667712333,-0.956066766397112,1,1,0,1,1
"4696",2559,0.0785319624193037,-0.436530753172129,1,1,0,0,1
"4697",2560,-0.0307880735188087,1.66287463133675,3,1,0,0,1
"4698",2560,-0.0307880735188087,1.66287463133675,3,2,0,0,1
"4699",2560,-0.0307880735188087,1.66287463133675,3,3,0,0,3
"4700",2561,0.381311146593058,-0.0795212246570334,1,1,0,0,0
"4701",2562,1.56600794982937,-0.155462650363278,2,1,0,0,2
"4702",2562,1.56600794982937,-0.155462650363278,2,2,1,0,1
"4703",2563,-1.08601565857808,0.227770298019934,5,1,1,1,0
"4704",2563,-1.08601565857808,0.227770298019934,5,2,0,0,1
"4705",2563,-1.08601565857808,0.227770298019934,5,3,1,0,0
"4706",2563,-1.08601565857808,0.227770298019934,5,4,0,0,1
"4707",2563,-1.08601565857808,0.227770298019934,5,5,0,0,1
"4708",2564,-0.325025034131359,0.912298263454217,3,1,0,0,1
"4709",2564,-0.325025034131359,0.912298263454217,3,2,0,1,0
"4710",2564,-0.325025034131359,0.912298263454217,3,3,0,1,2
"4711",2565,-0.942992761425658,-1.69598435469582,1,1,0,1,2
"4712",2566,1.17831521308078,1.4732799980112,1,1,1,0,1
"4713",2567,1.04008213670426,-0.0530125641992467,2,1,0,0,1
"4714",2567,1.04008213670426,-0.0530125641992467,2,2,0,0,0
"4715",2568,-0.111105476948149,-0.71645077434966,1,1,0,0,0
"4716",2569,0.355782644724496,-1.07781854244313,1,1,0,0,1
"4717",2570,0.701384783686268,0.65983620183595,1,1,1,0,2
"4718",2571,-0.253070180449226,1.16514632932056,1,1,1,0,3
"4719",2572,-1.12155619646866,0.19243003924815,4,1,0,0,2
"4720",2572,-1.12155619646866,0.19243003924815,4,2,0,0,3
"4721",2572,-1.12155619646866,0.19243003924815,4,3,0,1,0
"4722",2572,-1.12155619646866,0.19243003924815,4,4,0,1,0
"4723",2573,0.324444554189945,-0.644990150081049,2,1,0,0,1
"4724",2573,0.324444554189945,-0.644990150081049,2,2,0,0,0
"4725",2574,-1.31894106853507,-1.53555682167059,1,1,0,1,5
"4726",2575,-0.231833604543326,-0.688842850518309,1,1,0,1,3
"4727",2576,-1.68639848005453,0.12169391047309,1,1,0,1,1
"4728",2577,-0.951642330504126,-0.27788918059737,1,1,0,0,1
"4729",2578,-1.20820329079954,2.72093366964007,7,1,0,0,0
"4730",2578,-1.20820329079954,2.72093366964007,7,2,0,1,1
"4731",2578,-1.20820329079954,2.72093366964007,7,3,0,0,4
"4732",2578,-1.20820329079954,2.72093366964007,7,4,0,0,0
"4733",2578,-1.20820329079954,2.72093366964007,7,5,0,0,1
"4734",2578,-1.20820329079954,2.72093366964007,7,6,0,1,1
"4735",2578,-1.20820329079954,2.72093366964007,7,7,1,0,1
"4736",2579,-0.121764320379524,1.20812797920808,2,1,0,1,3
"4737",2579,-0.121764320379524,1.20812797920808,2,2,0,1,2
"4738",2580,-0.435084403418618,0.80436984306164,4,1,0,0,1
"4739",2580,-0.435084403418618,0.80436984306164,4,2,0,1,4
"4740",2580,-0.435084403418618,0.80436984306164,4,3,1,1,0
"4741",2580,-0.435084403418618,0.80436984306164,4,4,1,0,1
"4742",2581,1.04016435690117,-0.568183748451917,1,1,1,1,2
"4743",2582,-0.940737698901131,0.748855035850129,2,1,0,0,0
"4744",2582,-0.940737698901131,0.748855035850129,2,2,0,0,3
"4745",2583,0.396705999302157,-0.369026931479837,1,1,0,0,0
"4746",2584,-1.17365719950808,-1.17539736899443,1,1,0,1,0
"4747",2585,0.575496613958796,-1.37062163798509,1,1,0,0,0
"4748",2586,1.28099131992305,1.23677825618812,1,1,0,0,1
"4749",2587,0.328165947791977,-0.163954042040606,2,1,1,0,0
"4750",2587,0.328165947791977,-0.163954042040606,2,2,0,1,1
"4751",2588,-0.71857231768827,0.15486823439092,2,1,1,0,0
"4752",2588,-0.71857231768827,0.15486823439092,2,2,0,1,2
"4753",2589,-0.126748327559886,-0.884563752157111,4,1,0,1,1
"4754",2589,-0.126748327559886,-0.884563752157111,4,2,1,0,1
"4755",2589,-0.126748327559886,-0.884563752157111,4,3,0,1,2
"4756",2589,-0.126748327559886,-0.884563752157111,4,4,0,0,1
"4757",2590,0.0727149802850809,0.316195609085425,1,1,0,0,0
"4758",2591,1.90276525854557,0.863668976126744,3,1,1,0,3
"4759",2591,1.90276525854557,0.863668976126744,3,2,0,0,1
"4760",2591,1.90276525854557,0.863668976126744,3,3,0,0,1
"4761",2592,0.775871647857882,0.791618756572348,2,1,1,0,2
"4762",2592,0.775871647857882,0.791618756572348,2,2,1,0,0
"4763",2593,-0.157832526394585,-0.0497247871866754,3,1,0,1,2
"4764",2593,-0.157832526394585,-0.0497247871866754,3,2,0,0,2
"4765",2593,-0.157832526394585,-0.0497247871866754,3,3,0,0,3
"4766",2594,-1.37745945607306,0.787061857935585,1,1,0,0,0
"4767",2595,0.0832590073351928,-0.138331442501741,2,1,1,0,2
"4768",2595,0.0832590073351928,-0.138331442501741,2,2,0,0,1
"4769",2596,-0.895130427088315,0.0702473019685035,1,1,0,0,2
"4770",2597,-1.21248020739724,1.48930705939712,5,1,0,1,1
"4771",2597,-1.21248020739724,1.48930705939712,5,2,1,0,0
"4772",2597,-1.21248020739724,1.48930705939712,5,3,0,0,0
"4773",2597,-1.21248020739724,1.48930705939712,5,4,1,1,1
"4774",2597,-1.21248020739724,1.48930705939712,5,5,0,0,0
"4775",2598,-0.219307692334088,0.475637042064082,3,1,0,0,0
"4776",2598,-0.219307692334088,0.475637042064082,3,2,0,0,1
"4777",2598,-0.219307692334088,0.475637042064082,3,3,0,0,0
"4778",2599,-1.57461378022592,-1.63308344743678,1,1,0,0,0
"4779",2600,0.132535688153411,-1.51612591387084,1,1,0,0,0
"4780",2601,-1.12287957437783,2.02199337422933,3,1,0,1,1
"4781",2601,-1.12287957437783,2.02199337422933,3,2,1,1,0
"4782",2601,-1.12287957437783,2.02199337422933,3,3,1,1,0
"4783",2602,-0.853415301606526,-0.368644620253081,2,1,0,0,0
"4784",2602,-0.853415301606526,-0.368644620253081,2,2,0,1,2
"4785",2603,-0.218008180582693,-0.505421594379435,2,1,0,1,2
"4786",2603,-0.218008180582693,-0.505421594379435,2,2,0,0,1
"4787",2604,-1.07179646182276,0.867830638471473,2,1,0,0,2
"4788",2604,-1.07179646182276,0.867830638471473,2,2,0,0,0
"4789",2605,-0.954077773136767,-0.0630168128808238,2,1,0,1,1
"4790",2605,-0.954077773136767,-0.0630168128808238,2,2,0,0,0
"4791",2606,-0.380088782404269,-0.724282798188516,3,1,0,0,1
"4792",2606,-0.380088782404269,-0.724282798188516,3,2,0,0,1
"4793",2606,-0.380088782404269,-0.724282798188516,3,3,0,0,2
"4794",2607,0.727241995574733,-0.118090596367056,3,1,0,0,2
"4795",2607,0.727241995574733,-0.118090596367056,3,2,0,1,0
"4796",2607,0.727241995574733,-0.118090596367056,3,3,0,0,1
"4797",2608,-0.0149663564677154,0.461355485946337,2,1,0,0,0
"4798",2608,-0.0149663564677154,0.461355485946337,2,2,0,0,1
"4799",2609,0.93138315015257,-1.26483021390626,3,1,0,0,0
"4800",2609,0.93138315015257,-1.26483021390626,3,2,0,1,2
"4801",2609,0.93138315015257,-1.26483021390626,3,3,1,0,1
"4802",2610,-1.02612328557932,-0.859271296879102,2,1,0,1,1
"4803",2610,-1.02612328557932,-0.859271296879102,2,2,0,0,0
"4804",2611,-1.57807854065538,2.40952042166018,2,1,0,0,2
"4805",2611,-1.57807854065538,2.40952042166018,2,2,0,1,0
"4806",2612,-0.110456036608886,-0.808970617831578,3,1,0,0,0
"4807",2612,-0.110456036608886,-0.808970617831578,3,2,1,0,2
"4808",2612,-0.110456036608886,-0.808970617831578,3,3,0,0,2
"4809",2613,-0.244669594071332,-0.830593006712363,1,1,1,0,1
"4810",2614,-0.433306048496184,1.48465372296239,2,1,0,0,3
"4811",2614,-0.433306048496184,1.48465372296239,2,2,1,0,0
"4812",2615,0.980663611668495,-0.128116632622195,1,1,0,0,1
"4813",2616,-1.13998254228598,-0.2642776501413,3,1,1,1,1
"4814",2616,-1.13998254228598,-0.2642776501413,3,2,0,0,1
"4815",2616,-1.13998254228598,-0.2642776501413,3,3,0,0,1
"4816",2617,-0.0578387544225768,0.29658249830673,3,1,1,0,3
"4817",2617,-0.0578387544225768,0.29658249830673,3,2,0,0,1
"4818",2617,-0.0578387544225768,0.29658249830673,3,3,1,0,1
"4819",2618,0.0881316518599994,-0.0190628018439468,2,1,1,0,2
"4820",2618,0.0881316518599994,-0.0190628018439468,2,2,1,1,1
"4821",2619,1.01894159505705,0.144426913986648,1,1,1,0,4
"4822",2620,-0.946360567341194,1.37055309804367,1,1,0,1,2
"4823",2621,-0.397582872044683,-1.67171748292683,1,1,0,0,1
"4824",2622,0.976820728980339,-0.496557316916986,3,1,0,1,1
"4825",2622,0.976820728980339,-0.496557316916986,3,2,0,0,2
"4826",2622,0.976820728980339,-0.496557316916986,3,3,1,0,0
"4827",2623,-0.16495829874942,0.197332783935754,1,1,0,0,1
"4828",2624,-0.115936123284879,-0.339302153803757,1,1,0,1,0
"4829",2625,-0.182863446616084,2.04873033090296,2,1,0,1,1
"4830",2625,-0.182863446616084,2.04873033090296,2,2,1,1,2
"4831",2626,0.139461730742767,-0.35091211029211,1,1,0,0,0
"4832",2627,-0.59531122691963,-0.435460816626181,2,1,0,0,3
"4833",2627,-0.59531122691963,-0.435460816626181,2,2,0,0,1
"4834",2628,0.35020554108309,0.709079459297827,1,1,1,1,1
"4835",2629,-0.203560010162716,1.20597221193897,3,1,0,1,0
"4836",2629,-0.203560010162716,1.20597221193897,3,2,0,0,0
"4837",2629,-0.203560010162716,1.20597221193897,3,3,0,1,2
"4838",2630,-0.945568981768867,-0.200428714486956,1,1,0,0,3
"4839",2631,-0.400982869588491,1.47227516344084,1,1,0,1,1
"4840",2632,-0.199168372259704,0.338730927041849,1,1,0,1,2
"4841",2633,0.969520404922312,0.123056057155133,2,1,0,1,3
"4842",2633,0.969520404922312,0.123056057155133,2,2,0,1,1
"4843",2634,2.27711473097582,1.59801153634887,4,1,0,0,0
"4844",2634,2.27711473097582,1.59801153634887,4,2,0,0,1
"4845",2634,2.27711473097582,1.59801153634887,4,3,0,0,1
"4846",2634,2.27711473097582,1.59801153634887,4,4,0,1,0
"4847",2635,1.42818864285902,0.143066579044707,2,1,0,0,0
"4848",2635,1.42818864285902,0.143066579044707,2,2,0,0,0
"4849",2636,1.02779724093396,-0.391209080622998,1,1,0,0,1
"4850",2637,0.0893119111510755,1.9874712471217,2,1,1,0,1
"4851",2637,0.0893119111510755,1.9874712471217,2,2,0,0,1
"4852",2638,-0.450913661172005,1.15052881276774,1,1,0,0,0
"4853",2639,-0.758494154443975,0.0833095107204932,1,1,1,1,1
"4854",2640,-1.15816675491068,0.0535740655292325,2,1,1,0,0
"4855",2640,-1.15816675491068,0.0535740655292325,2,2,1,0,1
"4856",2641,-0.436025660820386,1.53933257056942,6,1,0,1,2
"4857",2641,-0.436025660820386,1.53933257056942,6,2,1,0,1
"4858",2641,-0.436025660820386,1.53933257056942,6,3,1,0,1
"4859",2641,-0.436025660820386,1.53933257056942,6,4,0,1,1
"4860",2641,-0.436025660820386,1.53933257056942,6,5,0,0,0
"4861",2641,-0.436025660820386,1.53933257056942,6,6,1,0,0
"4862",2642,-0.248811230522015,0.3103097347318,4,1,0,0,0
"4863",2642,-0.248811230522015,0.3103097347318,4,2,0,1,0
"4864",2642,-0.248811230522015,0.3103097347318,4,3,0,0,1
"4865",2642,-0.248811230522015,0.3103097347318,4,4,0,0,1
"4866",2643,-0.459222906551207,0.704857108476917,2,1,1,1,1
"4867",2643,-0.459222906551207,0.704857108476917,2,2,0,1,1
"4868",2644,-0.303999652435409,1.24329092931317,2,1,1,0,1
"4869",2644,-0.303999652435409,1.24329092931317,2,2,0,0,2
"4870",2645,0.250834514257259,-0.0314588245635972,5,1,1,0,3
"4871",2645,0.250834514257259,-0.0314588245635972,5,2,0,0,0
"4872",2645,0.250834514257259,-0.0314588245635972,5,3,1,1,1
"4873",2645,0.250834514257259,-0.0314588245635972,5,4,1,0,1
"4874",2645,0.250834514257259,-0.0314588245635972,5,5,0,1,0
"4875",2646,1.03717784812086,1.09732345282683,1,1,0,0,0
"4876",2647,-0.544910872816149,-1.3417726968488,2,1,0,0,2
"4877",2647,-0.544910872816149,-1.3417726968488,2,2,1,0,2
"4878",2648,0.0150035980327349,-1.9846333426797,1,1,0,0,1
"4879",2649,0.442156065492236,-0.532885725060473,1,1,1,1,2
"4880",2650,-0.822691902708212,-0.149399490981566,1,1,0,1,0
"4881",2651,-0.299350995749712,0.797447157598903,2,1,0,1,1
"4882",2651,-0.299350995749712,0.797447157598903,2,2,0,1,2
"4883",2652,1.03031770760994,-0.363121686810561,3,1,0,0,1
"4884",2652,1.03031770760994,-0.363121686810561,3,2,0,0,3
"4885",2652,1.03031770760994,-0.363121686810561,3,3,0,1,1
"4886",2653,-0.110627113474493,0.768762350566921,1,1,0,0,1
"4887",2654,0.598314063189638,2.22202631009551,2,1,0,1,1
"4888",2654,0.598314063189638,2.22202631009551,2,2,0,0,0
"4889",2655,-1.46282863399387,-2.0565751793888,1,1,0,1,1
"4890",2656,0.661733768678573,0.841482477929785,4,1,0,0,1
"4891",2656,0.661733768678573,0.841482477929785,4,2,0,0,1
"4892",2656,0.661733768678573,0.841482477929785,4,3,1,0,3
"4893",2656,0.661733768678573,0.841482477929785,4,4,0,0,0
"4894",2657,1.19472172997035,0.238692731159972,6,1,0,1,1
"4895",2657,1.19472172997035,0.238692731159972,6,2,0,0,2
"4896",2657,1.19472172997035,0.238692731159972,6,3,0,0,1
"4897",2657,1.19472172997035,0.238692731159972,6,4,0,0,0
"4898",2657,1.19472172997035,0.238692731159972,6,5,0,0,0
"4899",2657,1.19472172997035,0.238692731159972,6,6,0,0,1
"4900",2658,0.0421907151438554,-0.629595298043473,2,1,0,0,0
"4901",2658,0.0421907151438554,-0.629595298043473,2,2,0,0,1
"4902",2659,-0.190079000036568,0.228065805810796,1,1,0,0,2
"4903",2660,-0.542568648846824,-0.561506800297976,4,1,0,0,0
"4904",2660,-0.542568648846824,-0.561506800297976,4,2,0,0,0
"4905",2660,-0.542568648846824,-0.561506800297976,4,3,0,0,2
"4906",2660,-0.542568648846824,-0.561506800297976,4,4,0,0,1
"4907",2661,0.104872534989591,-1.14007281338547,1,1,0,1,0
"4908",2662,0.0490696609059371,-0.115030864996121,1,1,1,1,0
"4909",2663,-1.03441194367559,-0.421852969077851,1,1,0,0,3
"4910",2664,-0.690406276150684,1.70342487387622,1,1,0,0,2
"4911",2665,0.918291783177026,-2.47287333370557,1,1,1,0,0
"4912",2666,-0.740060638105401,0.223651085725539,2,1,1,0,0
"4913",2666,-0.740060638105401,0.223651085725539,2,2,0,0,1
"4914",2667,-0.0148328783419312,0.64859023137066,2,1,0,0,1
"4915",2667,-0.0148328783419312,0.64859023137066,2,2,1,0,0
"4916",2668,0.870882642361359,0.582037415481152,2,1,0,0,1
"4917",2668,0.870882642361359,0.582037415481152,2,2,0,0,1
"4918",2669,0.190636729094334,0.682255792689177,3,1,0,0,2
"4919",2669,0.190636729094334,0.682255792689177,3,2,0,1,2
"4920",2669,0.190636729094334,0.682255792689177,3,3,0,0,0
"4921",2670,-1.22521970984015,-1.77759334842715,1,1,0,0,0
"4922",2671,-0.0420187310760125,-0.453219685605615,1,1,0,1,1
"4923",2672,0.387762658796569,0.0198855339988481,1,1,1,1,2
"4924",2673,1.75737824587406,-1.03937579214993,1,1,0,0,2
"4925",2674,-0.32954708566569,-1.62676307521861,1,1,0,0,1
"4926",2675,0.593364223098102,-1.64606625969962,1,1,0,1,1
"4927",2676,-0.84640782828537,0.396293959655295,1,1,0,0,1
"4928",2677,0.657233245839287,-0.377517861370748,1,1,1,0,0
"4929",2678,-1.04216952018062,0.254602497786877,1,1,0,1,2
"4930",2679,-0.809248957333864,0.315862556800672,1,1,0,0,2
"4931",2680,0.562809641944903,1.35208001132279,3,1,1,0,1
"4932",2680,0.562809641944903,1.35208001132279,3,2,0,0,1
"4933",2680,0.562809641944903,1.35208001132279,3,3,0,0,1
"4934",2681,-0.214993874921713,-0.248738880171054,2,1,0,0,0
"4935",2681,-0.214993874921713,-0.248738880171054,2,2,0,0,0
"4936",2682,0.00621442619852643,-0.813659399896178,1,1,0,0,0
"4937",2683,0.414450568744823,0.710710092965052,2,1,1,0,2
"4938",2683,0.414450568744823,0.710710092965052,2,2,1,1,2
"4939",2684,0.348922529111496,0.393215245434272,1,1,1,1,1
"4940",2685,1.06097735910859,-0.96007223468461,3,1,0,0,0
"4941",2685,1.06097735910859,-0.96007223468461,3,2,0,1,1
"4942",2685,1.06097735910859,-0.96007223468461,3,3,1,0,2
"4943",2686,-1.14996047446376,1.51539810560293,1,1,1,1,0
"4944",2687,-2.8368009176019,1.20940605817268,2,1,0,0,0
"4945",2687,-2.8368009176019,1.20940605817268,2,2,0,1,0
"4946",2688,0.653307825792424,-0.738571203801806,4,1,0,1,0
"4947",2688,0.653307825792424,-0.738571203801806,4,2,0,0,1
"4948",2688,0.653307825792424,-0.738571203801806,4,3,0,0,0
"4949",2688,0.653307825792424,-0.738571203801806,4,4,0,0,1
"4950",2689,-2.04449491038323,0.153335677103555,3,1,0,0,1
"4951",2689,-2.04449491038323,0.153335677103555,3,2,1,0,0
"4952",2689,-2.04449491038323,0.153335677103555,3,3,0,0,3
"4953",2690,0.778948246173534,0.859278259997938,3,1,0,0,1
"4954",2690,0.778948246173534,0.859278259997938,3,2,0,0,0
"4955",2690,0.778948246173534,0.859278259997938,3,3,0,0,0
"4956",2691,0.133212290488541,1.07215676480268,3,1,0,1,1
"4957",2691,0.133212290488541,1.07215676480268,3,2,0,0,2
"4958",2691,0.133212290488541,1.07215676480268,3,3,0,1,1
"4959",2692,-0.244525929001377,0.355354571522875,1,1,1,0,0
"4960",2693,1.17594628136946,-0.0554224370329696,1,1,0,1,1
"4961",2694,-0.902100556382599,-0.70993801441904,1,1,0,0,1
"4962",2695,-0.361532396122457,-0.385536658746569,1,1,0,0,1
"4963",2696,0.316144718613593,-0.96914599821714,1,1,0,0,0
"4964",2697,-0.88199476519064,-1.6499831144695,1,1,0,0,2
"4965",2698,0.389094355352847,1.33085890358303,3,1,1,1,3
"4966",2698,0.389094355352847,1.33085890358303,3,2,0,1,1
"4967",2698,0.389094355352847,1.33085890358303,3,3,0,0,2
"4968",2699,-0.224169693950984,-0.52647009271374,1,1,0,0,0
"4969",2700,0.246538785937701,-0.815188157885907,1,1,1,0,1
"4970",2701,1.24700538232458,1.03233220179769,1,1,0,0,1
"4971",2702,0.0327713985064633,0.4343926865146,1,1,1,0,2
"4972",2703,-0.580227483478658,0.562082770963051,2,1,0,0,0
"4973",2703,-0.580227483478658,0.562082770963051,2,2,0,0,1
"4974",2704,-0.111309060758955,1.72226165150773,1,1,0,0,0
